title: Wind Of Change | artist: Scorpions | time: 4:44 | link: www.youtube.com/watch?v=n4RjJKxsamQ
title: Dia a Dia, Lado a Lado | artist: Tulipa Ruiz e Marcelo Jeneci | time: 4:16 | link: www.youtube.com/watch?v=InOxrMW04-Y
title: Casa Pronta | artist: Mallu Magalhães | time: 2:34 | link: www.youtube.com/watch?v=8ForhM1yBMU
title: Teu Lugar | artist: Tânia Mara | time: 4:33 | link: www.youtube.com/watch?v=kOrKnmXV1co
title: Fico Assim Sem Você ) | artist: Adriana Calcanhotto | time: 3:10 | link: www.youtube.com/watch?v=iojYDSjKK00
title: Velha Infancia | artist: Tribalistas | time: 4:35 | link: www.youtube.com/watch?v=zwqrmEMB0wc
title: Mais uma Vez | artist: Ana Carolina, Seu Jorge | time: 3:09 | link: www.youtube.com/watch?v=NhEBmU-fd-8
title: Felicidade | artist: Seu Jorge | time: 3:37 | link: www.youtube.com/watch?v=Zm5V_b47IM8
title: Canção Da América | artist: Milton Nascimento | time: 4:15 | link: www.youtube.com/watch?v=fDio3_1AaJ8
title: Eu não existo sem você | artist: Tom Jobim | time: 3:18 | link: www.youtube.com/watch?v=xR5E28m4ys0
title: Mentiras | artist: Adriana Calcanhotto | time: 2:41 | link: www.youtube.com/watch?v=8ZM-a_A4AFY
title: Gangnam Style | artist: PSY | time: 4:14 | link: www.youtube.com/watch?v=mIQToVqDMb8
title: Empire State of Mind | artist: Jay-Z & Alicia Keys | time: 4:42 | link: www.youtube.com/watch?v=8rnr2wuAhYc
title: Apologize | artist: OneRepublic | time: 3:43 | link: www.youtube.com/watch?v=fm0T7_SGee4
title: Crazy Music Video | artist: Gnarls Barkley | time: 2:09 | link: www.youtube.com/watch?v=7_TDYn7XrfE
title: The Ketchup Song | artist: Las Ketchup | time: 3:31 | link: www.youtube.com/watch?v=AMT698ArSfQ
title: Video Games | artist: Lana Del Rey | time: 4:47 | link: www.youtube.com/watch?v=cE6wxDqdOV0
title: Hanging by a Moment Lyrics | artist: Lifehouse | time: 3:31 | link: www.youtube.com/watch?v=VvAx2qagtlQ
title: James BLunt | artist: You're BeautifuL | time: 3:20 | link: www.youtube.com/watch?v=ehToBz7zhqE
title: Hey There Delilah | artist: Plain White T's | time: 3:58 | link: www.youtube.com/watch?v=EbJtYqBYCV8
title: Break Your Heart | artist: Taio Cruz | time: 3:30 | link: www.youtube.com/watch?v=KFG6AoEScVE
title: Makes Me Wonder | artist: Maroon 5 | time: 3:43 | link: www.youtube.com/watch?v=sAebYQgy4n4
title: Iyaz | artist: Replay (Prequel) [Music Video] | time: 3:18 | link: www.youtube.com/watch?v=WXxV9g7lsFE
title: How to Save a Life | artist: The Fray | time: 4:27 | link: www.youtube.com/watch?v=cjVQ36NhbMk
title: Give It To Me | artist: Timbaland | time: 3:59 | link: www.youtube.com/watch?v=RgoiSJ23cSc
title: Moves Like Jagger | artist: Maroon 5 | time: 4:39 | link: www.youtube.com/watch?v=ZQsK9WzDiuM
title: FUCK YOU | artist: CeeLo Green | time: 3:54 | link: www.youtube.com/watch?v=pc0mxOXbWIU
title: Airplanes | artist: B.o.B | time: 3:12 | link: www.youtube.com/watch?v=kn6-c223DUU
title: We R Who We R | artist: Ke$ha | time: 3:33 | link: www.youtube.com/watch?v=mXvmSaE0JXA
title: Ho Hey | artist: The Lumineers | time: 2:42 | link: www.youtube.com/watch?v=zvCBSSwgtg4
title: Wild Ones | artist: Flo Rida | time: 3:55 | link: www.youtube.com/watch?v=bpOR_HuHRNs
title: The Edge Of Glory | artist: Lady Gaga | time: 5:28 | link: www.youtube.com/watch?v=QeWBS0JBNzQ
title: I Cry | artist: Flo Rida | time: 3:53 | link: www.youtube.com/watch?v=OLuWHr6-0YQ
title: Breath | artist: Blu Cantrell Feat Sean Paul | time: 3:47 | link: www.youtube.com/watch?v=OKSfgMKw84Q
title: Sexy Chick | artist: David Guetta Feat. Akon | time: 3:32 | link: www.youtube.com/watch?v=N9hazmsUxrM
title: Party People | artist: Nelly, Fergie | time: 4:05 | link: www.youtube.com/watch?v=ff8auCfg_v0
title: Bulletproof | artist: La Roux | time: 3:34 | link: www.youtube.com/watch?v=NQdC7h609k8
title: Whatcha Say | artist: Jason Derulo | time: 3:47 | link: www.youtube.com/watch?v=pBI3lc18k8Q
title: Shawty Get Loose | artist: Lil Mama featuring Chris Brown & T-Pain | time: 3:44 | link: www.youtube.com/watch?v=-hXKRilPNpc
title: Lip Gloss | artist: Lil Mama | time: 4:18 | link: www.youtube.com/watch?v=BCvXzjGRnKc
title: Bananza | artist: Akon | time: 4:08 | link: www.youtube.com/watch?v=v9w9mQx7MN4
title: Body On Me | artist: Nelly | time: 3:40 | link: www.youtube.com/watch?v=0svu_lMdkRQ
title: STARSTRUKK | artist: 3OH!3 | time: 3:42 | link: www.youtube.com/watch?v=dvf--10EYXw
title: Whatever You Like | artist: T.I. | time: 4:18 | link: www.youtube.com/watch?v=nQJACVmankY
title: TI | artist: Swagger Like Us | time: 5:31 | link: www.youtube.com/watch?v=Zhl8tYsRyNk
title: 4 Minutes | artist: Madonna feat. Justin Timberlake & Timbaland | time: 4:20 | link: www.youtube.com/watch?v=ytfVcy0yvJ4
title: with you | artist: chris brown | time: 4:23 | link: www.youtube.com/watch?v=P6HYimHlj4E
title: Rule The World | artist: Take That | time: 4:29 | link: www.youtube.com/watch?v=KII1ruAfvsg
title: Unwritten | artist: Natasha Bedingfield | time: 3:47 | link: www.youtube.com/watch?v=GGlvZ3uYRB0
title: I Wanna Have Your Babies | artist: Natasha Bedingfield | time: 3:35 | link: www.youtube.com/watch?v=jPdvbbZsleY
title: Let It Rock | artist: Kevin Rudolf | time: 3:54 | link: www.youtube.com/watch?v=u0n4eMGXAyk
title: Starry Eyed | artist: Ellie Goulding | time: 3:05 | link: www.youtube.com/watch?v=PULdPep_xfs
title: The Promise Music Video HD Highest Quality On Youtube MUST VIEW | artist: Girls Aloud | time: 4:07 | link: www.youtube.com/watch?v=y3qxUqwrNDA
title: Love At First Sight | artist: Kylie Minogue | time: 3:57 | link: www.youtube.com/watch?v=GWAKLNEVWB0
title: Release Me | artist: Agnes | time: 3:13 | link: www.youtube.com/watch?v=uCSyCdkhCNU
title: I´m Not Alone | artist: Calvin Harris | time: 3:31 | link: www.youtube.com/watch?v=a8TPXFoXO5A
title: Boom | artist: Anastacia | time: 3:56 | link: www.youtube.com/watch?v=mKkxkheOXJU
title: In My Head | artist: Jason Derulo | time: 3:32 | link: www.youtube.com/watch?v=UyG1FG3H6rY
title: Secrets | artist: OneRepublic | time: 3:52 | link: www.youtube.com/watch?v=qHm9MG9xw1o
title: Wear My Kiss | artist: Sugababes | time: 3:14 | link: www.youtube.com/watch?v=68D4GB6zJFc
title: Waka Waka This time for Africa | artist: Shakira | time: 3:38 | link: www.youtube.com/watch?v=PZ-xqFhSDk0
title: Beautiful People | artist: Chris Brown | time: 3:43 | link: www.youtube.com/watch?v=e2oRqyn7ToQ
title: Blow | artist: Ke$ha | time: 4:14 | link: www.youtube.com/watch?v=CFWX0hWCbng
title: Tell Me | artist: P. Diddy Feat. Christina Aguilera | time: 4:17 | link: www.youtube.com/watch?v=mgm89mSu168
title: Greyhound | artist: Swedish House Mafia | time: 3:32 | link: www.youtube.com/watch?v=PDboaDrHGbA
title: I Love College | artist: Asher Roth | time: 4:11 | link: www.youtube.com/watch?v=qYx7YG0RsFY
title: Bartender Song | artist: Rehab | time: 3:44 | link: www.youtube.com/watch?v=pdEvL6jxUYA
title: Better Than Me | artist: Hinder | time: 3:44 | link: www.youtube.com/watch?v=TEXBmw2jBcA
title: Without You | artist: Hinder | time: 4:00 | link: www.youtube.com/watch?v=-NNg4r4qYPw
title: Born To Be Wild | artist: Hinder | time: 3:50 | link: www.youtube.com/watch?v=SqgM240GoU4
title: Never Too Late | artist: Three Days Grace | time: 3:32 | link: www.youtube.com/watch?v=lL2ZwXj1tXM
title: Pain | artist: Three Days Grace | time: 3:38 | link: www.youtube.com/watch?v=Ud4HuAzHEUc
title: Animal I Have Become | artist: Three Days Grace | time: 3:51 | link: www.youtube.com/watch?v=xqds0B_meys
title: Break | artist: Three Days Grace | time: 3:32 | link: www.youtube.com/watch?v=_4VCpTZye10
title: The Diary of Jane | artist: Breaking Benjamin | time: 3:28 | link: www.youtube.com/watch?v=DWaB4PXCwFU
title: Chalk Outline | artist: Three Days Grace | time: 3:01 | link: www.youtube.com/watch?v=ePVErcAUzK8
title: So Far Away | artist: Avenged Sevenfold | time: 5:29 | link: www.youtube.com/watch?v=A7ry4cx6HfY
title: Everybody's Fool | artist: Evanescence | time: 3:35 | link: www.youtube.com/watch?v=jhC1pI76Rqo
title: Good Enough | artist: Evanescence | time: 4:39 | link: www.youtube.com/watch?v=Kw2Ic_2XdVQ
title: Thoughtless | artist: Evanescence | time: 4:53 | link: www.youtube.com/watch?v=wtC744jVWmE
title: Sweet Sacrifice | artist: Evanescence | time: 3:09 | link: www.youtube.com/watch?v=XBYhQnjyrWo
title: What You Want | artist: Evanescence | time: 3:41 | link: www.youtube.com/watch?v=wVWazHTunSI
title: My Heart Is Broken | artist: Evanescence | time: 3:48 | link: www.youtube.com/watch?v=f1QGnq9jUU0
title: Pardon Me | artist: Incubus | time: 3:30 | link: www.youtube.com/watch?v=PXzuDXZwZtI
title: Tick Tick Boom | artist: The Hives | time: 2:53 | link: www.youtube.com/watch?v=1M02bAWDFkI
title: A Beautiful Lie | artist: Thirty Seconds To Mars | time: 7:16 | link: www.youtube.com/watch?v=4Kvd-uquuhI
title: Kings and Queens | artist: Thirty Seconds To Mars | time: 8:51 | link: www.youtube.com/watch?v=hTMrlHHVx8A
title: Wiggle | artist: Jason Derulo | time: 3:44 | link: www.youtube.com/watch?v=hiP14ED28CA
title: Talk Dirty | artist: Jason Derulo | time: 3:08 | link: www.youtube.com/watch?v=RbtPXFlZlHg
title: Summertime Sadness | artist: Lana Del Rey | time: 4:43 | link: www.youtube.com/watch?v=nVjsGKrE6E8
title: Do It Like A Dude | artist: Jessie J | time: 3:21 | link: www.youtube.com/watch?v=pOf3kYtwASo
title: Lonely Day | artist: System Of A Down | time: 2:53 | link: www.youtube.com/watch?v=DnGdoEa1tPg
title: Thnks fr th Mmrs | artist: Fall Out Boy | time: 4:13 | link: www.youtube.com/watch?v=onzL0EM1pKY
title: Grillz | artist: Nelly | time: 4:34 | link: www.youtube.com/watch?v=8fijggq5R6w
title: A Little Party Never Killed Nobody | artist: Fergie | time: 3:28 | link: www.youtube.com/watch?v=0ZgjmE6xdaw
title: My Dougie | artist: Soulja Boy Tell 'Em | time: 3:59 | link: www.youtube.com/watch?v=dz6qNr-HnR4
title: Take Me To Church | artist: Hozier | time: 4:03 | link: www.youtube.com/watch?v=MYSVMgRr6pw
title: Centuries | artist: Fall Out Boy | time: 4:32 | link: www.youtube.com/watch?v=LBr7kECsjcQ
title: Ghost | artist: Ella Henderson | time: 3:58 | link: www.youtube.com/watch?v=tA8AfQaUnXM
title: Don't | artist: Ed Sheeran | time: 4:52 | link: www.youtube.com/watch?v=iD2rhdFRehU
title: Heartbeat Song | artist: Kelly Clarkson | time: 3:21 | link: www.youtube.com/watch?v=Z2K6uxIFO6w
title: Outside | artist: Calvin Harris | time: 3:47 | link: www.youtube.com/watch?v=MjEYCUJuh-g
title: Stuck On a Feeling | artist: Prince Royce | time: 4:10 | link: www.youtube.com/watch?v=Wlbb3DeA3jU
title: I Bet My Life | artist: Imagine Dragons | time: 3:34 | link: www.youtube.com/watch?v=4ht80uzIhNs
title: I Lived | artist: OneRepublic | time: 5:40 | link: www.youtube.com/watch?v=z0rxydSolwU
title: Chains | artist: Nick Jonas | time: 3:36 | link: www.youtube.com/watch?v=U8UX2bbCHJw
title: Sledgehammer | artist: Fifth Harmony | time: 3:52 | link: www.youtube.com/watch?v=gCJ3rmiZFr8
title: Something in the Water | artist: Carrie Underwood | time: 4:00 | link: www.youtube.com/watch?v=mH9kYn4L8TI
title: Take It On Back | artist: Chase Bryant | time: 4:07 | link: www.youtube.com/watch?v=0d2VA14MuMM
title: Not For Long | artist: B.o.B | time: 3:40 | link: www.youtube.com/watch?v=Mjlzq-e2NE4
title: The Anthem | artist: Good Charlotte | time: 2:54 | link: www.youtube.com/watch?v=desJKYvdq9A
title: Santa Monica | artist: Theory of a Deadman | time: 4:08 | link: www.youtube.com/watch?v=-sKDd9uOW-0
title: Aaron's Party | artist: Aaron Carter | time: 3:24 | link: www.youtube.com/watch?v=y0p3jn7ODuc
title: Sugar, We're Goin Down | artist: Fall Out Boy | time: 3:49 | link: www.youtube.com/watch?v=uhG-vLZrb-g
title: Rollin | artist: Limp Bizkit | time: 4:04 | link: www.youtube.com/watch?v=yad_clT4T2Y
title: Alive | artist: P.O.D. | time: 3:38 | link: www.youtube.com/watch?v=j2XWkCXt3Xw
title: Bodies | artist: Drowning Pool | time: 3:40 | link: www.youtube.com/watch?v=04F4xlWSFh0
title: down with the sickness | artist: Disturbed | time: 4:39 | link: www.youtube.com/watch?v=L78yVFeyvRo
title: Tainted Love and Lyrics | artist: Marilyn Manson | time: 3:31 | link: www.youtube.com/watch?v=1ybaiCgOFUQ
title: Ready To Go | artist: Limp Bizkit | time: 4:47 | link: www.youtube.com/watch?v=GyAAwCu-Lu4
title: Viva La Vida | artist: Coldplay | time: 4:03 | link: www.youtube.com/watch?v=dvgZkm1xWPE
title: Dreams | artist: Manhat10 | time: 3:32 | link: www.youtube.com/watch?v=MYPu_1lI1fk
title: Wayfaring Stranger | artist: David Mumford | time: 4:24 | link: www.youtube.com/watch?v=HzLAXmbG40g
title: 21 Guns | artist: Green Day | time: 5:27 | link: www.youtube.com/watch?v=r00ikilDxW4
title: Teenagers | artist: My Chemical Romance | time: 2:52 | link: www.youtube.com/watch?v=k6EQAOmJrbw
title: The Next Episode | artist: Snoop Dogg | time: 5:06 | link: www.youtube.com/watch?v=KlujizeNNQM
title: Famous Last Words | artist: My Chemical Romance | time: 4:28 | link: www.youtube.com/watch?v=8bbTtPL1jRs
title: All I Ever Wanted | artist: Basshunter | time: 3:12 | link: www.youtube.com/watch?v=P3CxhBIrBho
title: Basket Case | artist: Green Day | time: 3:13 | link: www.youtube.com/watch?v=NUTGr5t3MoY
title: All Around The World | artist: ATC | time: 3:14 | link: www.youtube.com/watch?v=IRvGZffXhfk
title: Welcome to the Black Parade | artist: My Chemical Romance | time: 5:21 | link: www.youtube.com/watch?v=kDWgsQhbaqU
title: United State of Pop 2009 | artist: DJ Earworm | time: 4:46 | link: www.youtube.com/watch?v=iNzrwh2Z2hQ
title: I Believe I Can Fly | artist: R. Kelly | time: 5:26 | link: www.youtube.com/watch?v=GIQn8pab8Vc
title: Harder Better Faster | artist: Daft Punk | time: 3:43 | link: www.youtube.com/watch?v=gAjR4_CbPpQ
title: Lollipop | artist: MIKA | time: 3:14 | link: www.youtube.com/watch?v=6md5RSnVUuo
title: Explicit Version) | artist: Lily Allen | The Fear (Official Video | time: 3:47 | link: www.youtube.com/watch?v=q-wGMlSuX_c
title: Evacuate The Dancefloor | artist: Cascada | time: 3:28 | link: www.youtube.com/watch?v=A68j28KQaik
title: Love Today | artist: MIKA | time: 3:24 | link: www.youtube.com/watch?v=AWiccrTB4LM
title: Happy Ending | artist: MIKA | time: 3:41 | link: www.youtube.com/watch?v=oFkSMHle8-M
title: Your Man | artist: Josh Turner | time: 3:32 | link: www.youtube.com/watch?v=nADTbWQof7Y
title: Relax, Take It Easy | artist: MIKA | time: 3:56 | link: www.youtube.com/watch?v=RVmG_d3HKBA
title: The Ketchup Song | artist: Las Ketchup | time: 3:31 | link: www.youtube.com/watch?v=V0PisGe66mY
title: Handlebars | artist: Flobots | time: 3:29 | link: www.youtube.com/watch?v=HLUX0y4EptA
title: Grace Kelly | artist: MIKA | time: 3:25 | link: www.youtube.com/watch?v=EaEPCsQ4608
title: Untitled | artist: Simple Plan | time: 3:38 | link: www.youtube.com/watch?v=ZQ7oqmikZDQ
title: Big Girl | artist: MIKA | time: 3:11 | link: www.youtube.com/watch?v=yDSK91mUNLU
title: Eyes On Fire | artist: Blue Foundation | time: 5:02 | link: www.youtube.com/watch?v=8IHFVn0sv14
title: I'm A Believer | artist: Smash Mouth | time: 3:03 | link: www.youtube.com/watch?v=0mYBSayCsH0
title: D.A.N.C.E. | artist: Justice | time: 3:02 | link: www.youtube.com/watch?v=sy1dYFGkPUE
title: Speed Of Sound | artist: Coldplay | time: 4:29 | link: www.youtube.com/watch?v=TahH7B_aUZc
title: Chain Hang Low | artist: Jibbs | time: 3:32 | link: www.youtube.com/watch?v=4SBN_ikibtg
title: Get The Party Started | artist: P!nk | time: 3:22 | link: www.youtube.com/watch?v=mW1dbiD_zDk
title: John Murphy | artist: In the House, In a Heartbeat | time: 4:19 | link: www.youtube.com/watch?v=ST2H8FWDvEA
title: Rent | artist: Seasons of Love | time: 2:58 | link: www.youtube.com/watch?v=hj7LRuusFqo
title: How Far We've Come | artist: Matchbox Twenty | time: 3:27 | link: www.youtube.com/watch?v=5d7EbtLb8ok
title: Clean Version) | artist: Lily Allen | Alfie (Official Video | time: 2:55 | link: www.youtube.com/watch?v=-RgOm_WJKpE
title: Alphabet Aerobics | artist: Blackalicious | time: 2:11 | link: www.youtube.com/watch?v=MvPnM2Q1nwU
title: Acceptable in the 80's | artist: Calvin Harris | time: 3:34 | link: www.youtube.com/watch?v=dOV5WXISM24
title: I'm Still Here | artist: Treasure Planet | time: 4:09 | link: www.youtube.com/watch?v=AMGXq9_IQBQ
title: Crescendolls | artist: Daft Punk | time: 3:55 | link: www.youtube.com/watch?v=6S3ISlvlEbs
title: House Music | artist: Benny Benassi | time: 4:08 | link: www.youtube.com/watch?v=MLJDRzhjs1M
title: Starstruck | artist: Lady GaGa | time: 3:38 | link: www.youtube.com/watch?v=K5Ftg24_IZc
title: The Fame | artist: Lady GaGa | time: 5:17 | link: www.youtube.com/watch?v=sz7N70IU6EE
title: How It Ends | artist: DeVotchKa | time: 5:04 | link: www.youtube.com/watch?v=Pfi1UQ_PKQI
title: This Time Around | artist: Hanson | time: 4:16 | link: www.youtube.com/watch?v=hT_dJhtspu4
title: Clocks | artist: Coldplay | time: 6:26 | link: www.youtube.com/watch?v=vKw7yvoZ-Tg
title: 99 Red Balloons | artist: Goldfinger | time: 3:39 | link: www.youtube.com/watch?v=p-qfzH0vnOs
title: A Million Ways | artist: OK Go | time: 3:27 | link: www.youtube.com/watch?v=M1_CLW-NNwc
title: D.A.N.C.E. | artist: Justice | time: 4:03 | link: www.youtube.com/watch?v=tCnBrrnOefs
title: Tribute | artist: Tenacious D | time: 4:54 | link: www.youtube.com/watch?v=2Jvgbe9Kx0U
title: Knock Em Out | artist: Lily Allen | time: 3:26 | link: www.youtube.com/watch?v=SEkglpOTVCw
title: Fuck you | artist: Lily Allen | time: 3:04 | link: www.youtube.com/watch?v=nULKw8s061E
title: Satisfaction | artist: Benny Benassi | time: 3:12 | link: www.youtube.com/watch?v=9wmzxxN0m3k
title: All I Wanna Do | artist: Sheryl Crow | time: 4:02 | link: www.youtube.com/watch?v=I6zIEfSxqkg
title: Scar | artist: Missy Higgins | time: 3:32 | link: www.youtube.com/watch?v=qKn7XAMNV-g
title: Steady,as she goes | artist: The Raconteurs | time: 3:56 | link: www.youtube.com/watch?v=zkD-xIUYPq8
title: Walking On Sunshine | artist: Aly & AJ. | time: 1:38 | link: www.youtube.com/watch?v=Q-5Xgkzb-f4
title: Born in the U.S.A. | artist: Bruce Springsteen | time: 4:44 | link: www.youtube.com/watch?v=EPhWR4d3FJQ
title: Runaway Train | artist: Soul Asylum | time: 4:23 | link: www.youtube.com/watch?v=NRtvqT_wMeY
title: Remember The Time | artist: Michael Jackson | time: 9:17 | link: www.youtube.com/watch?v=LeiFF0gvqcc
title: Two Princes | artist: Spin Doctors | time: 4:20 | link: www.youtube.com/watch?v=wsdy_rct6uo
title: The offspring | artist: Self Esteem | time: 4:21 | link: www.youtube.com/watch?v=eeWjzBHUdsI
title: Out Of Touch | artist: Daryl Hall & John Oates | time: 4:31 | link: www.youtube.com/watch?v=carnGNdQOWg
title: 7 Seconds | artist: Youssou N'Dour | time: 4:32 | link: www.youtube.com/watch?v=wqCpjFMvz-k
title: You're The Voice | artist: John Farnham | time: 5:09 | link: www.youtube.com/watch?v=fa3YDYhUYM0
title: Uprising | artist: Muse | time: 4:12 | link: www.youtube.com/watch?v=w8KQmps-Sog
title: Hold The Line | artist: Toto | time: 3:59 | link: www.youtube.com/watch?v=htgr3pvBr-I
title: Eternal Flame | artist: The Bangles | time: 4:02 | link: www.youtube.com/watch?v=PSoOFn3wQV4
title: I'd Do Anything For Love | artist: Meat Loaf | time: 7:45 | link: www.youtube.com/watch?v=9X_ViIPA-Gc
title: Running Up That Hill | artist: Kate Bush | time: 4:57 | link: www.youtube.com/watch?v=wp43OdtAAkM
title: Angels | artist: Robbie Williams | time: 4:10 | link: www.youtube.com/watch?v=luwAMFcc2f8
title: Nobody's Wife | artist: Anouk | time: 3:29 | link: www.youtube.com/watch?v=3RaHTDNude4
title: One | artist: Metallica | time: 7:45 | link: www.youtube.com/watch?v=WM8bTdBs-cw
title: One | artist: U2 | time: 4:39 | link: www.youtube.com/watch?v=ftjEcrrf7r0
title: It's My Life | artist: Dr. Alban | time: 3:51 | link: www.youtube.com/watch?v=4zHm_6AQ7CY
title: Don't Answer Me | artist: The Alan Parsons Project | time: 3:54 | link: www.youtube.com/watch?v=JLvFbBR4XOg
title: Ironic w/lyrics | artist: Alanis Morissette | time: 3:45 | link: www.youtube.com/watch?v=Nm-1xvWibt0
title: There Must Be An Angel | artist: Eurythmics | time: 4:43 | link: www.youtube.com/watch?v=RCdneDxFRYQ
title: Thriller | artist: Michael Jackson | time: 5:15 | link: www.youtube.com/watch?v=zADxFyExcmA
title: Walk on the Wild Side | artist: Lou Reed | time: 4:15 | link: www.youtube.com/watch?v=oG6fayQBm9w
title: I'm so excited | artist: The pointer sisters | time: 5:01 | link: www.youtube.com/watch?v=rQqwG_rQx7A
title: Let's Get Loud | artist: Jennifer Lopez | time: 3:25 | link: www.youtube.com/watch?v=Q91hydQRGyM
